epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,0.6830175717671713,0.5833333333333334,0.9266030192375183,0.0,0.0001
2,0.6640357772509257,0.5,0.8870275020599365,0.08333333333333333,5e-05
